Data,Label,,,,,,,,,,,,,,,,,,,,,,,,
মানুষ দাঁত থাকতে দাঁতের মূল্য বুঝে না ,0,,,,,,,,,,,,,,,,,,,,,,,,
"আসলে নারীরা প্রতিটা কাজ যে মনোযোগ দিয়ে করতে পারে, পুরুষরা তা পারে না।",1,,,,,,,,,,,,,,,,,,,,,,,,
যেসব নারী  রাঁধতে পারেনা তারা খারাপ।,2,,,,,,,,,,,,,,,,,,,,,,,,
অশিক্ষিত মুর্খ মাথামোটা মেয়েগুলোই ইমোতে দেহ ব্যবসা করে জীবিকা চালায়।,2,,,,,,,,,,,,,,,,,,,,,,,,
চাকরি করা মেয়েই কেনো বিয়ে কর্তে হবে? বউই যদি চাকরি কর্বে তাহলে স্বামীর কাজ কী!,2,,,,,,,,,,,,,,,,,,,,,,,,
যুগে যুগে নারী অধিকারের জন্য আন্দোলন সংগ্রাম লড়াই ও তার নিষ্ঠুর পরিণতি দেখেছে বিশ্ববাসী,1,,,,,,,,,,,,,,,,,,,,,,,,
"পোষাক কিনার জন্য টাকা নাই এটা আমারে কইতেন আপা, এক মাসের মেস ভাড়া বকেয়া রাইখা আম্নেরে পোষাক কিনে দিয়া মালিকরে ব্যাপারটা বুঝায় বলতাম!",2,,,,,,,,,,,,,,,,,,,,,,,,
"বউদি এখন দিদি হওয়ার ট্রাই করতাছে।
দাদার নজর অন্যদের প্রতি চলে যায় তাই বউদি এখন অন্যদের মতন হওয়ার ট্রাই করতাছে",2,,,,,,,,,,,,,,,,,,,,,,,,
মেয়ে মানুষের মাথায় এত বুদ্ধি,1,,,,,,,,,,,,,,,,,,,,,,,,
"যতই ফিট হবার চেষ্টা করুন,সেই আগের তরুণী অপু হতে পারবেন না...",2,,,,,,,,,,,,,,,,,,,,,,,,
সমাজ প্রস্তুত হয়ে উঠতে পারেনি নারীর এই বহুদূর চলে যেতে পারার স্বাধীনতায়,1,,,,,,,,,,,,,,,,,,,,,,,,
"বেশিরভাগ মানুষের জীবনে এমন একটা সময় আসে যখন ভালো কথাও শুনতে ভালো লাগে না, মেজাজ খিটখিটে হয়ে যায়",0,,,,,,,,,,,,,,,,,,,,,,,,
 পিরিয়ড (মাসিক বা ঋতুস্রাব) শ্বাসপ্রশ্বাসের মতোই একটি সম্পূর্ণ স্বাভাবিক এবং প্রাকৃতিক জৈবিক প্রক্রিয়া। ,1,,,,,,,,,,,,,,,,,,,,,,,,
গল্পের শুরুটা ছিল ঠিক এরকম।,0,,,,,,,,,,,,,,,,,,,,,,,,
"আপু মন থেকে না মানতে পারা অনেক কষ্টের,,,মন এর উপর কারো হাত নাই।",1,,,,,,,,,,,,,,,,,,,,,,,,
সামাক্কার গর্ভে এক কন্যা সন্তান জন্ম নেয়।,0,,,,,,,,,,,,,,,,,,,,,,,,
"অনেক ভদ্র ফ্যামিলির মেয়ে আছেন যারা প্রায় সময় হট থাকেন কিন্ত উপযুক্ত/বিশ্বস্ত সঙ্গীর অভাবে নিজের একাকীত্ব কামনা বাসনা গুলো মিটাতে পারেন না। অনেক মেয়ে, গৃহীনি, বিবাহিত, অবিবাহিত, ডিভোর্সি, যাদের স্বামী নেই কিংবা বিদেশ থাকে এমনকি যারা সারাদিন একা একা থাকে…",2,,,,,,,,,,,,,,,,,,,,,,,,
"প্রথমবার ছিল এক সপ্তাহের মতো।

তার প্রথম সংঘাত বাধে হায়দ্রাবাদের নিজাম-উল-মূলক এর সাথে।
পরবর্তীতে তিনি ডোমিনিকান প্রজাতন্ত্র ও গুয়াতেমালায় মার্কিন রাষ্ট্রদূত হিসেবে দায়িত্ব পালন করেন।
বামে মুরেনা আর হর্টেনসিয়াসও শত্রুদের হটিয়ে দেন।

এলাকায় পরিস্থিতি এখনও খুবই উত্তেজনাপূর্ণ"" বলে বর্ণনা করা হচ্ছে।",0,,,,,,,,,,,,,,,,,,,,,,,,
অন্তরের সোহাগ এবং চোখের শাসন দুয়ে মিলে সন্তানকে সঠিক পথ নির্দেশনা দিয়ে চালিত করার ক্ষেত্রে মায়ের ভূমিকা অপরিসীম।,1,,,,,,,,,,,,,,,,,,,,,,,,
"মাসিমা আপনাদের কি কোনো সম্মান নেই। কখনো ছেড়া জামা, কখনো তোয়ালে, কখনো ছিড়া বস্তা, ছিড়া গাছপাতা, ছেড়া বইখাতা গায়ে জড়ান। ছিঃ।",2,,,,,,,,,,,,,,,,,,,,,,,,
"মেয়েদের তো পরজীবী, পরনির্ভরশীল হওয়া ছাড়া আর কোনো উপায় নেই।",2,,,,,,,,,,,,,,,,,,,,,,,,
মহাত্মা গান্ধীও তার কাজের কথা জানতে পেরে প্রশংসা করেছিলেন।,0,,,,,,,,,,,,,,,,,,,,,,,,
"এই নারী গিয়েছিল বয়ফ্রেন্ডের মজা করতে ,কিন্ত ছেলের বন্ধুরাও চুদে দিছে। বিচার এই নারীর ও হওয়া উচিত।",2,,,,,,,,,,,,,,,,,,,,,,,,
"আপনার মত মেয়ে যার কাছে যাবে তার জিবনটা ধ্বংস হয়ে যাবে,,প্রথমে বলছেন বয়স ১৭ এতো তারাতারি বিয়ে করার ইচ্ছে নেই পরে বললেন অন্যজন কে ভালোবাসেন,,বাটপারী",2,,,,,,,,,,,,,,,,,,,,,,,,
স্ত্রী তার স্বামীর দুর্দিনে পাশে থাকে না ,2,,,,,,,,,,,,,,,,,,,,,,,,
নারীদের শুধু জরুরি দ্বীনী বিদ্যা ও ঘরোয়া বিষয়াশয়ের উপর ডিপ্লোমা করার কথা৷,2,,,,,,,,,,,,,,,,,,,,,,,,
প্রাচীন কুসংস্কার যুক্ত সমাজে মেয়েদের শিক্ষার অধিকার ছিল না।,1,,,,,,,,,,,,,,,,,,,,,,,,
এখন বিজ্ঞানীরা এসকল পাথর পরীক্ষা করে এদের আসল বয়স ও গঠন সম্পর্কে আরও নিখুঁতভাবে বোঝার চেষ্টা করছেন।,0,,,,,,,,,,,,,,,,,,,,,,,,
মায়ের কোল স্রস্টাই অপার ক্ষমতায় পরিপূর্ণ করে দিয়েছেন।,1,,,,,,,,,,,,,,,,,,,,,,,,
অধিকাংশ নারীই ভীষন ইগো সমস্যায় ভোগে।,2,,,,,,,,,,,,,,,,,,,,,,,,
"ছড়া, কবিতা, ছোটগল্প, উপন্যাস, প্রবন্ধ কিংবা গান- বাংলা ভাষায় রচিত শিল্প-সাহিত্যের প্রায় সব শাখাতেই চিরায়ত বাংলা ও বাঙালির ঐতিহ্য ও জীবনবোধের পরিচয় ছিল প্রকট।",0,,,,,,,,,,,,,,,,,,,,,,,,
এই মেয়ে এত চাকরি করে ইনকাম করে কষ্ট করে কি হবে হাজবেন্ড এর তো অনেক আছে সংসারে মনোযোগী হও,2,,,,,,,,,,,,,,,,,,,,,,,,
বেশ্যার মুখে কিনা শুনছি ধর্মের কাহিনি,2,,,,,,,,,,,,,,,,,,,,,,,,
নারী শক্তিশালী এবং সম্মানিত।,1,,,,,,,,,,,,,,,,,,,,,,,,
 আমার দেখা সবচেয়ে সুন্দরী নারী হলেন আমার মা।,1,,,,,,,,,,,,,,,,,,,,,,,,
এই মেয়েরাই নেশায় আশক্ত হয়ে জাস্ট ফ্রেন্ডের সাথে বিছানায় যাবে।তখনও এদের গায়ে লাগবে না।,2,,,,,,,,,,,,,,,,,,,,,,,,
নারী উদ্যোক্তা বৃদ্ধি পেয়েছে মূলত ছোট ও ক্ষুদ্র ব্যবসাকে ঘিরে।,1,,,,,,,,,,,,,,,,,,,,,,,,
ভালো জায়গায় পড়লে ভালো বর পাবা,2,,,,,,,,,,,,,,,,,,,,,,,,
"পোশাকশিল্প ছাড়াও কৃষি কিংবা সেবা খাত, বিশেষ করে খামারবহির্ভূত কৃষি কিংবা ক্ষুদ্র ও কুটির শিল্পের বিকাশে গ্রামীণ নারীদের শক্তিশালী ভূমিকা পালনের বিষয়টিকে বিশেষ গুরুত্ব দিয়ে বিবেচনা করার সময় এসেছে। তাদের কাজকে গুরুত্বহীন ভাবা কিংবা আর্থিক মূল্য প্রদানে অনীহা ক্রমেই গ্রামীণ নারীদের মধ্যে নিরাপত্তাহীনতা, অনিশ্চয়তার মাত্রা বাড়িয়ে দিয়েছে।",1,,,,,,,,,,,,,,,,,,,,,,,,
